timestamp,day,hour,route,weather,distance_m,travel_time_s,traffic_delay_s,traffic_length_m,congestion_ratio
2026-04-21 07:45,Tuesday,7,Berger-Lagos Island,"Rain, Partially cloudy",26696,3418,576,5636,1.2
2026-04-21 08:15,Tuesday,8,Berger-Lagos Island,"Rain, Partially cloudy",26472,3176,358,1917,1.13
2026-04-21 08:30,Tuesday,8,Berger-Lagos Island,"Rain, Partially cloudy",26746,3382,535,4979,1.19
2026-04-21 08:45,Tuesday,8,Berger-Lagos Island,"Rain, Partially cloudy",26456,3392,576,2966,1.2
2026-04-21 09:00,Tuesday,9,Berger-Lagos Island,"Rain, Partially cloudy",26221,3303,512,4730,1.18
2026-04-21 09:30,Tuesday,9,Berger-Lagos Island,"Rain, Partially cloudy",26602,3305,473,3949,1.17
2026-04-21 10:00,Tuesday,10,Berger-Lagos Island,"Rain, Partially cloudy",26496,3062,241,1791,1.09
2026-04-21 10:15,Tuesday,10,Berger-Lagos Island,"Rain, Partially cloudy",26593,2963,132,878,1.05
2026-04-21 10:45,Tuesday,10,Berger-Lagos Island,"Rain, Partially cloudy",27042,2941,62,432,1.02
2026-04-21 11:00,Tuesday,11,Berger-Lagos Island,"Rain, Partially cloudy",27128,3002,114,762,1.04
2026-04-21 11:15,Tuesday,11,Berger-Lagos Island,"Rain, Partially cloudy",26659,3115,277,2654,1.1
2026-04-21 11:30,Tuesday,11,Berger-Lagos Island,"Rain, Partially cloudy",26559,3153,325,2585,1.11
2026-04-21 12:15,Tuesday,12,Berger-Lagos Island,Light/Moderate Rain,26075,3163,387,2359,1.14
2026-04-21 12:30,Tuesday,12,Berger-Lagos Island,Light/Moderate Rain,27188,3429,534,3532,1.18
2026-04-21 12:45,Tuesday,12,Berger-Lagos Island,Light/Moderate Rain,26277,3357,560,2207,1.2
2026-04-21 13:15,Tuesday,13,Berger-Lagos Island,Light/Moderate Rain,26685,3070,229,1041,1.08
2026-04-21 13:30,Tuesday,13,Berger-Lagos Island,Light/Moderate Rain,26829,3331,475,2415,1.17
2026-04-21 13:45,Tuesday,13,Berger-Lagos Island,Light/Moderate Rain,26378,3185,376,2410,1.13
2026-04-21 14:00,Tuesday,14,Berger-Lagos Island,Wet Roads (residual),26344,3076,272,1971,1.1
2026-04-21 14:15,Tuesday,14,Berger-Lagos Island,Wet Roads (residual),26405,2942,131,828,1.05
2026-04-21 14:30,Tuesday,14,Berger-Lagos Island,Wet Roads (residual),26481,2891,72,338,1.03
2026-04-21 14:45,Tuesday,14,Berger-Lagos Island,Wet Roads (residual),26667,3151,311,1697,1.11
2026-04-21 15:00,Tuesday,15,Berger-Lagos Island,Wet Roads (residual),26620,2980,146,897,1.05
2026-04-21 15:30,Tuesday,15,Berger-Lagos Island,Wet Roads (residual),26569,3113,284,865,1.1
2026-04-21 15:45,Tuesday,15,Berger-Lagos Island,Wet Roads (residual),27088,3197,313,2807,1.11
2026-04-21 16:15,Tuesday,16,Berger-Lagos Island,"Rain, Partially cloudy",26992,3750,876,5526,1.3
2026-04-21 16:30,Tuesday,16,Berger-Lagos Island,"Rain, Partially cloudy",26130,3467,685,4663,1.25
2026-04-21 17:00,Tuesday,17,Berger-Lagos Island,"Rain, Partially cloudy",27171,3956,1063,8317,1.37
2026-04-21 18:00,Tuesday,18,Berger-Lagos Island,"Rain, Partially cloudy",26931,4325,1458,13653,1.51
2026-04-21 18:15,Tuesday,18,Berger-Lagos Island,"Rain, Partially cloudy",26816,4270,1415,7815,1.5
2026-04-21 18:30,Tuesday,18,Berger-Lagos Island,"Rain, Partially cloudy",26451,4253,1437,7479,1.51
2026-04-21 19:00,Tuesday,19,Berger-Lagos Island,"Rain, Partially cloudy",26562,4238,1410,7244,1.5
2026-04-21 19:15,Tuesday,19,Berger-Lagos Island,"Rain, Partially cloudy",26877,4100,1238,8978,1.43
2026-04-21 19:30,Tuesday,19,Berger-Lagos Island,"Rain, Partially cloudy",26669,3892,1052,8027,1.37
2026-04-21 19:45,Tuesday,19,Berger-Lagos Island,"Rain, Partially cloudy",26810,3710,856,4713,1.3
2026-04-21 20:00,Tuesday,20,Berger-Lagos Island,"Rain, Partially cloudy",26397,3702,891,3380,1.32
2026-04-21 20:30,Tuesday,20,Berger-Lagos Island,"Rain, Partially cloudy",26840,3423,565,2266,1.2
2026-04-21 20:45,Tuesday,20,Berger-Lagos Island,"Rain, Partially cloudy",26255,3314,519,2863,1.19
2026-04-21 21:00,Tuesday,21,Berger-Lagos Island,"Rain, Partially cloudy",26366,3232,425,2517,1.15
2026-04-21 21:45,Tuesday,21,Berger-Lagos Island,"Rain, Partially cloudy",26386,2809,0,0,1.0
2026-04-21 22:00,Tuesday,22,Berger-Lagos Island,"Rain, Partially cloudy",26574,3020,190,1343,1.07
2026-04-21 22:15,Tuesday,22,Berger-Lagos Island,"Rain, Partially cloudy",26665,2908,69,433,1.02
2026-04-21 22:30,Tuesday,22,Berger-Lagos Island,"Rain, Partially cloudy",26718,3044,199,1395,1.07
2026-04-21 22:45,Tuesday,22,Berger-Lagos Island,"Rain, Partially cloudy",26484,2862,43,249,1.02
2026-04-21 23:15,Tuesday,23,Berger-Lagos Island,"Rain, Partially cloudy",26913,3108,243,1459,1.08
2026-04-21 23:45,Tuesday,23,Berger-Lagos Island,"Rain, Partially cloudy",26047,2773,0,0,1.0
2026-04-22 00:15,Wednesday,0,Berger-Lagos Island,"Rain, Partially cloudy",26569,3006,178,1375,1.06
2026-04-22 00:45,Wednesday,0,Berger-Lagos Island,"Rain, Partially cloudy",26999,3032,157,1100,1.05
2026-04-22 01:15,Wednesday,1,Berger-Lagos Island,"Rain, Partially cloudy",26716,3202,357,2075,1.13
2026-04-22 01:30,Wednesday,1,Berger-Lagos Island,"Rain, Partially cloudy",26900,3130,266,1385,1.09
2026-04-22 01:45,Wednesday,1,Berger-Lagos Island,"Rain, Partially cloudy",26487,3154,334,2412,1.12
2026-04-22 02:00,Wednesday,2,Berger-Lagos Island,"Rain, Partially cloudy",26966,3228,357,2050,1.12
2026-04-22 02:30,Wednesday,2,Berger-Lagos Island,"Rain, Partially cloudy",26877,3083,222,1135,1.08
2026-04-22 03:15,Wednesday,3,Berger-Lagos Island,"Rain, Partially cloudy",27111,2886,0,0,1.0
2026-04-22 03:45,Wednesday,3,Berger-Lagos Island,"Rain, Partially cloudy",27411,2918,0,0,1.0
2026-04-22 04:00,Wednesday,4,Berger-Lagos Island,"Rain, Partially cloudy",26672,2873,34,255,1.01
2026-04-22 04:15,Wednesday,4,Berger-Lagos Island,"Rain, Partially cloudy",26709,2928,85,450,1.03
2026-04-22 04:30,Wednesday,4,Berger-Lagos Island,"Rain, Partially cloudy",27233,3006,107,911,1.04
2026-04-22 04:45,Wednesday,4,Berger-Lagos Island,"Rain, Partially cloudy",26476,3038,220,1101,1.08
2026-04-22 05:00,Wednesday,5,Berger-Lagos Island,"Rain, Partially cloudy",26656,2934,96,779,1.03
2026-04-22 05:15,Wednesday,5,Berger-Lagos Island,"Rain, Partially cloudy",27121,2887,0,0,1.0
2026-04-22 05:30,Wednesday,5,Berger-Lagos Island,"Rain, Partially cloudy",26503,2949,127,632,1.05
2026-04-22 05:45,Wednesday,5,Berger-Lagos Island,"Rain, Partially cloudy",26898,2882,18,117,1.01
2026-04-22 06:00,Wednesday,6,Berger-Lagos Island,"Rain, Partially cloudy",26229,2858,65,390,1.02
2026-04-22 06:15,Wednesday,6,Berger-Lagos Island,"Rain, Partially cloudy",26556,3180,352,1495,1.12
2026-04-22 07:00,Wednesday,7,Berger-Lagos Island,"Rain, Partially cloudy",26994,3355,481,2934,1.17
2026-04-22 07:15,Wednesday,7,Berger-Lagos Island,"Rain, Partially cloudy",27451,3216,293,1931,1.1
2026-04-22 07:30,Wednesday,7,Berger-Lagos Island,"Rain, Partially cloudy",26630,3276,441,2995,1.16
2026-04-22 07:45,Wednesday,7,Berger-Lagos Island,"Rain, Partially cloudy",26457,3302,485,2754,1.17
2026-04-22 08:00,Wednesday,8,Berger-Lagos Island,"Rain, Partially cloudy",26466,3373,555,3014,1.2
2026-04-22 08:15,Wednesday,8,Berger-Lagos Island,"Rain, Partially cloudy",26557,3375,548,4798,1.19
2026-04-22 09:30,Wednesday,9,Berger-Lagos Island,"Rain, Partially cloudy",26281,3212,414,2364,1.15
2026-04-22 09:45,Wednesday,9,Berger-Lagos Island,"Rain, Partially cloudy",26252,3130,335,2534,1.12
2026-04-22 10:00,Wednesday,10,Berger-Lagos Island,"Rain, Partially cloudy",26519,3040,217,1640,1.08
2026-04-22 10:15,Wednesday,10,Berger-Lagos Island,"Rain, Partially cloudy",26524,3083,259,2136,1.09
2026-04-22 10:45,Wednesday,10,Berger-Lagos Island,"Rain, Partially cloudy",26741,3013,166,766,1.06
2026-04-22 11:00,Wednesday,11,Berger-Lagos Island,"Rain, Partially cloudy",26579,3084,254,1451,1.09
2026-04-22 11:15,Wednesday,11,Berger-Lagos Island,"Rain, Partially cloudy",26415,3076,263,1154,1.09
2026-04-22 11:30,Wednesday,11,Berger-Lagos Island,"Rain, Partially cloudy",26829,2901,44,203,1.02
2026-04-22 11:45,Wednesday,11,Berger-Lagos Island,"Rain, Partially cloudy",26000,3087,318,2879,1.12
2026-04-22 12:00,Wednesday,12,Berger-Lagos Island,Light/Moderate Rain,26650,3450,613,3481,1.22
2026-04-22 12:15,Wednesday,12,Berger-Lagos Island,Light/Moderate Rain,26669,3434,595,4849,1.21
2026-04-22 12:30,Wednesday,12,Berger-Lagos Island,Light/Moderate Rain,26728,3383,537,3199,1.19
2026-04-22 12:45,Wednesday,12,Berger-Lagos Island,Light/Moderate Rain,26778,3340,489,1924,1.17
2026-04-22 13:00,Wednesday,13,Berger-Lagos Island,Light/Moderate Rain,26916,3212,346,2337,1.12
2026-04-22 13:15,Wednesday,13,Berger-Lagos Island,Light/Moderate Rain,26687,3293,452,3173,1.16
2026-04-22 13:45,Wednesday,13,Berger-Lagos Island,Light/Moderate Rain,26810,3260,406,1600,1.14
2026-04-22 14:00,Wednesday,14,Berger-Lagos Island,Light/Moderate Rain,26830,3444,588,4045,1.21
2026-04-22 14:15,Wednesday,14,Berger-Lagos Island,Light/Moderate Rain,27207,3470,573,4598,1.2
2026-04-22 14:30,Wednesday,14,Berger-Lagos Island,Light/Moderate Rain,26276,3096,299,1662,1.11
2026-04-22 14:45,Wednesday,14,Berger-Lagos Island,Light/Moderate Rain,26845,3305,447,2419,1.16
2026-04-22 15:15,Wednesday,15,Berger-Lagos Island,Light/Moderate Rain,26389,3223,413,1847,1.15
2026-04-22 15:30,Wednesday,15,Berger-Lagos Island,Light/Moderate Rain,27014,3451,575,2918,1.2
2026-04-22 16:00,Wednesday,16,Berger-Lagos Island,Wet Roads (residual),26869,3353,492,2773,1.17
2026-04-22 16:15,Wednesday,16,Berger-Lagos Island,Wet Roads (residual),27457,3702,779,4951,1.27
2026-04-22 16:45,Wednesday,16,Berger-Lagos Island,Wet Roads (residual),26450,4072,1256,11582,1.45
2026-04-22 17:00,Wednesday,17,Berger-Lagos Island,Wet Roads (residual),26470,4169,1351,10062,1.48
2026-04-22 18:45,Wednesday,18,Berger-Lagos Island,"Rain, Partially cloudy",26724,4321,1476,6766,1.52
2026-04-22 19:15,Wednesday,19,Berger-Lagos Island,"Rain, Partially cloudy",26647,4172,1335,8734,1.47
2026-04-22 19:30,Wednesday,19,Berger-Lagos Island,"Rain, Partially cloudy",26475,4026,1207,8018,1.43
2026-04-22 19:45,Wednesday,19,Berger-Lagos Island,"Rain, Partially cloudy",26501,3770,948,5724,1.34
2026-04-22 20:15,Wednesday,20,Berger-Lagos Island,"Rain, Partially cloudy",26579,3497,667,3894,1.24
2026-04-22 20:30,Wednesday,20,Berger-Lagos Island,"Rain, Partially cloudy",26700,3606,763,6140,1.27
2026-04-22 20:45,Wednesday,20,Berger-Lagos Island,"Rain, Partially cloudy",26722,3252,407,3185,1.14
2026-04-22 21:00,Wednesday,21,Berger-Lagos Island,"Rain, Partially cloudy",26975,3310,438,2506,1.15
2026-04-22 21:15,Wednesday,21,Berger-Lagos Island,"Rain, Partially cloudy",27365,3401,487,2902,1.17
2026-04-22 21:30,Wednesday,21,Berger-Lagos Island,"Rain, Partially cloudy",27097,3135,250,2216,1.09
2026-04-22 21:45,Wednesday,21,Berger-Lagos Island,"Rain, Partially cloudy",26505,2989,167,1017,1.06
2026-04-22 22:30,Wednesday,22,Berger-Lagos Island,"Rain, Partially cloudy",26322,3031,228,1822,1.08
2026-04-22 22:45,Wednesday,22,Berger-Lagos Island,"Rain, Partially cloudy",26622,2894,60,448,1.02
2026-04-22 23:00,Wednesday,23,Berger-Lagos Island,"Rain, Partially cloudy",26759,2849,0,0,1.0
2026-04-22 23:15,Wednesday,23,Berger-Lagos Island,"Rain, Partially cloudy",26794,2931,78,543,1.03
2026-04-22 23:30,Wednesday,23,Berger-Lagos Island,"Rain, Partially cloudy",26436,3092,278,1583,1.1
2026-04-22 23:45,Wednesday,23,Berger-Lagos Island,"Rain, Partially cloudy",26462,2842,25,137,1.01
2026-04-23 00:00,Thursday,0,Berger-Lagos Island,"Rain, Partially cloudy",27087,3073,189,1068,1.07
2026-04-23 00:15,Thursday,0,Berger-Lagos Island,"Rain, Partially cloudy",26787,2932,80,453,1.03
2026-04-23 00:30,Thursday,0,Berger-Lagos Island,"Rain, Partially cloudy",26702,3113,270,1141,1.09
2026-04-23 00:45,Thursday,0,Berger-Lagos Island,"Rain, Partially cloudy",27206,3318,421,2350,1.15
2026-04-23 01:15,Thursday,1,Berger-Lagos Island,"Rain, Partially cloudy",27273,3310,406,2532,1.14
2026-04-23 01:30,Thursday,1,Berger-Lagos Island,"Rain, Partially cloudy",26202,3053,263,1421,1.09
2026-04-23 02:15,Thursday,2,Berger-Lagos Island,"Rain, Partially cloudy",26470,3287,468,2700,1.17
2026-04-23 02:45,Thursday,2,Berger-Lagos Island,"Rain, Partially cloudy",26524,2992,168,1243,1.06
2026-04-23 03:00,Thursday,3,Berger-Lagos Island,"Rain, Partially cloudy",26897,3010,147,1065,1.05
2026-04-23 03:15,Thursday,3,Berger-Lagos Island,"Rain, Partially cloudy",27007,3012,137,1170,1.05
2026-04-23 03:30,Thursday,3,Berger-Lagos Island,"Rain, Partially cloudy",26585,2922,92,617,1.03
2026-04-23 03:45,Thursday,3,Berger-Lagos Island,"Rain, Partially cloudy",26380,2940,131,924,1.05
2026-04-23 04:00,Thursday,4,Berger-Lagos Island,"Rain, Partially cloudy",26647,2837,0,0,1.0
2026-04-23 04:15,Thursday,4,Berger-Lagos Island,"Rain, Partially cloudy",26698,2995,153,1003,1.05
2026-04-23 04:30,Thursday,4,Berger-Lagos Island,"Rain, Partially cloudy",26874,2861,0,0,1.0
2026-04-23 04:45,Thursday,4,Berger-Lagos Island,"Rain, Partially cloudy",27322,3053,144,869,1.05
2026-04-23 05:00,Thursday,5,Berger-Lagos Island,"Rain, Partially cloudy",26717,2970,125,1111,1.04
2026-04-23 05:30,Thursday,5,Berger-Lagos Island,"Rain, Partially cloudy",26497,2977,156,1060,1.06
2026-04-23 05:45,Thursday,5,Berger-Lagos Island,"Rain, Partially cloudy",26313,3048,247,1653,1.09
2026-04-23 06:00,Thursday,6,Berger-Lagos Island,"Rain, Partially cloudy",27016,2994,118,497,1.04
2026-04-23 06:45,Thursday,6,Berger-Lagos Island,"Rain, Partially cloudy",26000,2923,155,1111,1.06
2026-04-23 07:00,Thursday,7,Berger-Lagos Island,"Rain, Partially cloudy",26315,3073,272,2053,1.1
2026-04-23 07:15,Thursday,7,Berger-Lagos Island,"Rain, Partially cloudy",26460,3214,397,1816,1.14
2026-04-23 07:30,Thursday,7,Berger-Lagos Island,"Rain, Partially cloudy",26843,3376,518,3288,1.18
2026-04-23 08:00,Thursday,8,Berger-Lagos Island,"Rain, Partially cloudy",26623,3337,502,3448,1.18
2026-04-23 08:30,Thursday,8,Berger-Lagos Island,"Rain, Partially cloudy",26612,3475,642,5248,1.23
2026-04-23 08:45,Thursday,8,Berger-Lagos Island,"Rain, Partially cloudy",26782,3382,531,3903,1.19
2026-04-23 09:00,Thursday,9,Berger-Lagos Island,"Rain, Partially cloudy",26841,3378,520,4415,1.18
2026-04-23 10:00,Thursday,10,Berger-Lagos Island,"Rain, Partially cloudy",26904,3046,182,1005,1.06
2026-04-23 10:15,Thursday,10,Berger-Lagos Island,"Rain, Partially cloudy",26041,2953,181,1050,1.07
2026-04-23 10:30,Thursday,10,Berger-Lagos Island,"Rain, Partially cloudy",26137,2783,0,0,1.0
2026-04-23 10:45,Thursday,10,Berger-Lagos Island,"Rain, Partially cloudy",26886,3121,259,1845,1.09
2026-04-23 11:00,Thursday,11,Berger-Lagos Island,"Rain, Partially cloudy",26623,2928,94,607,1.03
2026-04-23 12:15,Thursday,12,Berger-Lagos Island,Light/Moderate Rain,26885,3611,748,4222,1.26
2026-04-23 12:30,Thursday,12,Berger-Lagos Island,Light/Moderate Rain,27125,3501,613,4838,1.21
2026-04-23 12:45,Thursday,12,Berger-Lagos Island,Light/Moderate Rain,26478,3340,521,3932,1.18
2026-04-23 13:30,Thursday,13,Berger-Lagos Island,Light/Moderate Rain,27339,3445,535,2922,1.18
2026-04-23 14:00,Thursday,14,Berger-Lagos Island,Light/Moderate Rain,26582,3312,481,3435,1.17
2026-04-23 14:15,Thursday,14,Berger-Lagos Island,Light/Moderate Rain,26502,3369,547,3535,1.19
2026-04-23 14:30,Thursday,14,Berger-Lagos Island,Light/Moderate Rain,27229,3583,684,4894,1.24
2026-04-23 14:45,Thursday,14,Berger-Lagos Island,Light/Moderate Rain,26721,3318,473,3512,1.17
2026-04-23 15:00,Thursday,15,Berger-Lagos Island,Light/Moderate Rain,26602,3195,363,1450,1.13
2026-04-23 15:15,Thursday,15,Berger-Lagos Island,Light/Moderate Rain,26887,3467,604,3489,1.21
2026-04-23 15:30,Thursday,15,Berger-Lagos Island,Light/Moderate Rain,26295,3602,803,3453,1.29
2026-04-23 15:45,Thursday,15,Berger-Lagos Island,Light/Moderate Rain,27014,3700,824,7437,1.29
2026-04-23 16:15,Thursday,16,Berger-Lagos Island,Light/Moderate Rain,26962,3980,1110,8300,1.39
2026-04-23 16:30,Thursday,16,Berger-Lagos Island,Light/Moderate Rain,27150,4094,1203,10312,1.42
2026-04-23 16:45,Thursday,16,Berger-Lagos Island,Light/Moderate Rain,26808,4328,1474,10675,1.52
